endpoint_key,dst_port,port_range_label,is_well_known_port,is_valid_port
703,49562.0,ephemeral,0,True
704,49561.0,ephemeral,0,True
705,49559.0,ephemeral,0,True
706,56994.0,ephemeral,0,True
707,49747.0,ephemeral,0,True
708,49745.0,ephemeral,0,True
709,50340.0,ephemeral,0,True
710,49748.0,ephemeral,0,True
711,27088.0,registered,0,True
712,49753.0,ephemeral,0,True
713,49755.0,ephemeral,0,True
714,49812.0,ephemeral,0,True
715,49846.0,ephemeral,0,True
716,49365.0,ephemeral,0,True
717,49364.0,ephemeral,0,True
718,49479.0,ephemeral,0,True
719,49480.0,ephemeral,0,True
720,49322.0,ephemeral,0,True
721,49325.0,ephemeral,0,True
722,49311.0,ephemeral,0,True
723,49309.0,ephemeral,0,True
724,49312.0,ephemeral,0,True
725,49315.0,ephemeral,0,True
726,49317.0,ephemeral,0,True
727,49318.0,ephemeral,0,True
728,49301.0,ephemeral,0,True
729,1191.0,registered,0,True
730,49350.0,ephemeral,0,True
731,49481.0,ephemeral,0,True
732,49608.0,ephemeral,0,True
733,49609.0,ephemeral,0,True
734,49382.0,ephemeral,0,True
735,56108.0,ephemeral,0,True
736,49616.0,ephemeral,0,True
737,49344.0,ephemeral,0,True
738,49704.0,ephemeral,0,True
739,49705.0,ephemeral,0,True
740,49706.0,ephemeral,0,True
741,52260.0,ephemeral,0,True
742,49489.0,ephemeral,0,True
743,49487.0,ephemeral,0,True
744,49497.0,ephemeral,0,True
745,49495.0,ephemeral,0,True
746,51112.0,ephemeral,0,True
747,50489.0,ephemeral,0,True
748,49358.0,ephemeral,0,True
749,49194.0,ephemeral,0,True
750,49385.0,ephemeral,0,True
751,49386.0,ephemeral,0,True
752,11271.0,registered,0,True
753,50077.0,ephemeral,0,True
754,52505.0,ephemeral,0,True
755,52851.0,ephemeral,0,True
756,50150.0,ephemeral,0,True
757,15538.0,registered,0,True
758,62830.0,ephemeral,0,True
759,30064.0,registered,0,True
760,8774.0,registered,0,True
761,9465.0,registered,0,True
762,43108.0,registered,0,True
763,43994.0,registered,0,True
764,31048.0,registered,0,True
765,17435.0,registered,0,True
766,54486.0,ephemeral,0,True
767,19163.0,registered,0,True
768,27923.0,registered,0,True
769,16576.0,registered,0,True
770,18634.0,registered,0,True
771,27617.0,registered,0,True
772,18788.0,registered,0,True
773,49686.0,ephemeral,0,True
774,54132.0,ephemeral,0,True
775,19500.0,registered,0,True
776,61076.0,ephemeral,0,True
777,49572.0,ephemeral,0,True
778,42878.0,registered,0,True
779,49575.0,ephemeral,0,True
780,49574.0,ephemeral,0,True
781,54146.0,ephemeral,0,True
782,49332.0,ephemeral,0,True
783,49333.0,ephemeral,0,True
784,46870.0,registered,0,True
785,55162.0,ephemeral,0,True
786,5994.0,registered,0,True
787,54211.0,ephemeral,0,True
788,49757.0,ephemeral,0,True
789,58586.0,ephemeral,0,True
790,58836.0,ephemeral,0,True
791,42782.0,registered,0,True
792,54172.0,ephemeral,0,True
793,60784.0,ephemeral,0,True
794,15802.0,registered,0,True
795,60327.0,ephemeral,0,True
796,59112.0,ephemeral,0,True
797,36260.0,registered,0,True
798,54154.0,ephemeral,0,True
799,43090.0,registered,0,True
800,55528.0,ephemeral,0,True
801,49089.0,registered,0,True
802,37940.0,registered,0,True
803,35514.0,registered,0,True
804,28903.0,registered,0,True
805,53524.0,ephemeral,0,True
806,56211.0,ephemeral,0,True
807,6726.0,registered,0,True
808,61344.0,ephemeral,0,True
809,59724.0,ephemeral,0,True
810,49592.0,ephemeral,0,True
811,37813.0,registered,0,True
812,18933.0,registered,0,True
813,54831.0,ephemeral,0,True
814,49758.0,ephemeral,0,True
815,57605.0,ephemeral,0,True
816,19295.0,registered,0,True
817,1190.0,registered,0,True
818,13999.0,registered,0,True
819,44460.0,registered,0,True
820,49547.0,ephemeral,0,True
821,1193.0,registered,0,True
822,56492.0,ephemeral,0,True
823,49579.0,ephemeral,0,True
824,1194.0,registered,0,True
825,49593.0,ephemeral,0,True
826,49584.0,ephemeral,0,True
827,49587.0,ephemeral,0,True
828,49600.0,ephemeral,0,True
829,49624.0,ephemeral,0,True
830,49655.0,ephemeral,0,True
831,49657.0,ephemeral,0,True
832,49654.0,ephemeral,0,True
833,39672.0,registered,0,True
834,49646.0,ephemeral,0,True
835,49643.0,ephemeral,0,True
836,49698.0,ephemeral,0,True
837,49678.0,ephemeral,0,True
838,49707.0,ephemeral,0,True
839,49682.0,ephemeral,0,True
840,49668.0,ephemeral,0,True
841,49676.0,ephemeral,0,True
842,49711.0,ephemeral,0,True
843,49716.0,ephemeral,0,True
844,49689.0,ephemeral,0,True
845,49642.0,ephemeral,0,True
846,49717.0,ephemeral,0,True
847,49684.0,ephemeral,0,True
848,49708.0,ephemeral,0,True
849,51666.0,ephemeral,0,True
850,1205.0,registered,0,True
851,1206.0,registered,0,True
852,49723.0,ephemeral,0,True
853,49652.0,ephemeral,0,True
854,1204.0,registered,0,True
855,1216.0,registered,0,True
856,1214.0,registered,0,True
857,1213.0,registered,0,True
858,1228.0,registered,0,True
859,56152.0,ephemeral,0,True
860,1230.0,registered,0,True
861,1239.0,registered,0,True
862,1238.0,registered,0,True
863,1249.0,registered,0,True
864,1248.0,registered,0,True
865,1246.0,registered,0,True
866,1250.0,registered,0,True
867,1200.0,registered,0,True
868,1203.0,registered,0,True
869,1201.0,registered,0,True
870,1198.0,registered,0,True
871,55204.0,ephemeral,0,True
872,1202.0,registered,0,True
873,1251.0,registered,0,True
874,1199.0,registered,0,True
875,1258.0,registered,0,True
876,1255.0,registered,0,True
877,1254.0,registered,0,True
878,1256.0,registered,0,True
879,1257.0,registered,0,True
880,1261.0,registered,0,True
881,1209.0,registered,0,True
882,47340.0,registered,0,True
883,1208.0,registered,0,True
884,33618.0,registered,0,True
885,1252.0,registered,0,True
886,1218.0,registered,0,True
887,33588.0,registered,0,True
888,1223.0,registered,0,True
889,1236.0,registered,0,True
890,56226.0,ephemeral,0,True
891,48038.0,registered,0,True
